@relation D__weibo_category9_hasNISegment

@attribute text string
@attribute @@class@@ {体育,军事,历史,时事,汽车,电影,科技,综艺娱乐,美食}

@data
' 评价 讲 谈 社 中国 历史 丛书 读 知 书评 入 套',科技
' 易 烊 玺 选 左边 右边',综艺娱乐
' 成熟 粗糙 大型 系列片 Lonely God 浪 第六 年 烤 燕麦 浪 厉害 吃 腰 酸 腿 痛 一口气 爬 栋 楼 画风 清 粗糙 食堂 慎点 吃 货 秀 好吃城',美食
' 马 卡 报 皇 马 主场 华沙 莱吉亚 比比赛 西班牙 政府 高度 重视 球迷 伯 纳 乌 球场 迎来 名 警力 危险性 高级 比比赛 名 皇 马 名 管理 人员 保安 努力 阻止 事端 主场 客场 球迷 之间 隔离 高 莱吉亚 预计 名 球迷',体育
' 求是 杂志 赏 糖 颗 资 鼓励 希望 再接再厉 求是 刊发 军事人工智能 院 军队 政治 工作 研 中心 作者 周培清 文章 规律 党 军队 识破导 作者 内文中 指出 世界 政治 中立 军队 求是 刊 文 世界 政治 中立 军队',军事
' 景泰蓝 制作 工艺 流程图 古人 智慧 折服',历史
' 萌 出血 碧峰峡 级 熊猫 宝宝 封面直直播 直直播 封面直直播 直直播 APP记载 地址 雅安',时事
' 汽汽车 广告 文案 说服 歌手 获 诺贝尔 文学奖 下次 估计 中国 汽汽车',汽车
' 加拿大 恐怖片 女孩闺房 恐怖 养 眼 片子 线 观看 恐怖 惊 悚 女孩闺房 高 清 中 字 删减 大学生 凯丽 围 火 辣 高 颜值 自古 红颜 磨难 遭遇 父亲 世 母亲 失业 凯 丽 屈服 女孩闺房 赚取 高额 报酬 女孩闺房 组织 性感 网 红 直直播 团队 美女 人气',电影
' JSX 语法 联想 Angular TypeScript 编写 Chrome 原生 支持 Custom Elements V1 标准 Web 开发 发展 成 样子 扑朔迷离 充满 希望',科技
' 第十一 届 金鹰节 颁奖 晚会 厉害 炅 期待 炅 老师 脱 口 秀 点名 做 金鹰节 颁奖 晚会 艺人 口才 服 不行 芒果 娱乐 秒 拍 视频',综艺娱乐
' 拔丝 红薯 孩子 饭店 喜欢 道 经典 甜食',美食
' 补发 组 勇士 VS 湖 库图',体育
' 世界 驱逐舰 出航 前 库兹涅佐夫 号 驱逐舰 编队 次 赴 地中海 库兹涅佐夫 号 驱逐舰 外 彼得大帝 号 巡洋舰 北 莫尔斯 克 库拉科夫 副 海军 上将 号 反潜 舰 谢尔盖 奥西波 夫 号 大型 油料 补给 舰 尼古拉 奇克尔 号 远洋 救援 拖船',军事
' 青铜器 保利 香港 秋 拍 西周 青铜 双 兽耳 棱 形 盖 壶 日本 回流 铜器 壶 表面 素 十 字形 纹饰 壶 身 分为 区 壶 盖 规整 方形 回 纹 两侧 兽耳 设置 少 十字 温带 壶 早 见于 西周 初期 提梁 卣 美术 馆藏 涾 伯 壶 壶 发扬光大 区 纹饰',历史
' 国家 能源 局 煤炭 司 原 副 司长 魏鹏远 一审 审理终身监禁 河北保定 中级 人民法院 公开 宣审理 受贿罪 巨额财产来源不明 罪 审理处 魏鹏远 死刑 缓期二年实施 剥夺 政治权利 终身 处 没收 财产 受贿 所得 财物 来源不明 财产 予以 追缴 上缴 国库 查 魏鹏远 利用职务 非法 收 受 财物 共计 折合',时事
' 英国 猎犬 超音速 汽汽车 冲击 世界 纪录 中国 企业 助力 中国日报网 电 数据莲 英国 广直播 公司 BBC 报道 英国 猎犬 超音速 汽汽车 南非 亥 克斯金 潘 沙漠 挑战 世界 陆地 速度 纪录 英国 猎犬 超音速 汽汽车 冲击 世界 纪录 中国 企业',汽车
' 推荐 部 炒 鸡 好看 迷你 喜剧 猎鹿惊魂 BBC 出品 准 新郎 伴郎 组织 婚前 单身 派对 密友 森林 猎鹿 冒险 猎鹿 成 猎物 接 神秘 死去 明明 气氛 紧张 忍不住 笑 尿 可谓 搞 笑 版 生还 太 精彩 台词 笑 死 线 英 剧 精 校 1080p Stag 猎鹿惊魂 全 集',电影
' 百度 阿里 傻强制 登陆 app 毛 验证 手机 数据息 病',科技
' 冰冰 晨抱 李晨 范冰冰 搜狐 配 字 馃 挴',综艺娱乐
' 太原 美食 知 味 源 桃园 南 路 煤 化 对面 湖南 太原 嗦 碗 粉 实 属 不易 想到 吃 米面 米面 宽 宽 米粉 常德 米面 老家 扁 粉 米粉 好多 湖南 特色 蛋糕 糖 油 粑 粑 米 蛋糕 酱 板鸭 牛肉 煮 烂 入味 够 辣 加 碟 辣椒 地址 桃园 南 路 号',美食
' 伊斯科 昨天 球队 比比赛 锔 忥 笍',体育
' 我国 第一 颗 原子弹 爆发射 成功 来源 科普 中国 下午 整 中国 自行 研制 第一 颗 原子弹 爆发射 成功 O1964 年 我国 第一 颗 原子弹 爆发射 成功',军事
' 组 外国人 拍摄 清政府斩杀 罪犯 照片 制成 明数据片 公开 发行 明数据片 文字 照片 拍摄 京 津 地区 张 照片 文字 显示 处决 抢劫犯 有人 清政府斩杀 辛亥革命 起义 中 革命 党',历史
' 六安 新闻 六安 将军镇 榜 第一 批 中国 特色 镇 近日 住房 城乡 建设部 公布 第一 批 中国 特色 镇 名单 榜 镇 共有 安徽 镇 入选 六安市 独山 镇 榜 独山 镇 一共 走 位 开国 将军 中国 革命 策源地 享有 中国 第一 将军镇 美誉 六安 将军镇 榜 第一 批 中国 特色 镇',时事
' 大哥 太 热情 上海 淮海路',汽车
' 陈凯歌 新片 妖 猫 首 曝 主演 阵容 黄轩 染 谷将太 张雨绮 秦昊 四大 主演 倾 情 加盟 电影 改编 日本 著名 作家 梦 枕 貘 超 人气 魔 幻 小说 沙做法 空 海 讲述 口 吐 语 妖 猫 入侵 金吾卫 陈云樵 府邸 接连 长安城 制开发 诡谲 异 象 调查 层层 段 历史 刻意 掩埋 真相 终于 浮 水面 故事 期待',电影
' 做 程序员 后悔 事 点 负 能量 角度 看待 码 农 生涯 作者 做 程序员 年 妹妹 女 码 工 转 成 管理 现 公司 VP 平衡 Apple 离职 离开 加州 错过 苹果 复兴 错过 互联网 泡沫 简评 原 链 湾 区 日报',科技
' TFBOYS 王俊凯 王俊凯 触电 张 艺 谋 长城 袭 青 衫 赏 人间 无数 风 月 黄袍 加 身 护 家 国 永久 岁岁 安 端坐 龙 椅 理 大臣 家国 事 傲 城墙 百万 雄兵 壕 气 镇 山河 护卫 如云 兵 甲 林立 护 风姿 绰约 皇帝 守 大好河山 TF 家族 后援 地方 后援 集结 全国 省 直辖市 共计 场 包场 皇帝 攀 长',综艺娱乐
' 中式 糯米 糍 做法 分享 喜欢 马克起来',美食
' GIF 哈梅斯 训练课 精彩 进球 先是 穿 裆 卡斯蒂亚 球员 Borja Sanchez 角度 攻破 鲁本 亚涅斯 把守 大做法',体育
' 美 导弹防御系统 环绕 中国 崛起 实力 心 存 幻想 维基解密文件 显示 希拉里 威胁 导弹防御系统 环绕 中国 希拉里 传统 西方 政客 政治 思想 西方 主流 政治 思想 军事 围堵 经济 制裁 美 导弹防御系统 环绕 中国 崛起 实力',军事
' 详细 沈阳故宫 同步 新浪看点 详细 沈阳故宫',历史
' 频繁 辞职 话题 引 热议 HR 专家 称 公司 应 改善 传统 管理 方式 近日 言 合 辞职 话题 网上 热议 调查 数据 显示 届 本科生毕业 年 平均 雇主 数 两 本科生毕业 雇主 毕业 年 雇主 工作 工作 岗位 两 年',时事
' 依然 款 务实 SUV 新 Honda CR 4L 动力 总成 匹 牛 米 新 增 5T 涡轮增压 引擎 匹 牛 米 加速 时间 9s 3s 液晶 屏幕 悬浮 式 中 控 设计 饰 点 栗子 聊 汽车',汽车
' 部 数万 知 网友 自荐 浑身 颤抖 自拔 久久 忘 电影 入选 电影 豆瓣 评分 补充 心目 中 电影',电影
' Boston Dynamics 公司 夏天 推出 迷你 机器人 SpotMini 演示 家庭 依然 保留 机器人 踩 香蕉 皮 经典 片段',科技
' 宁静 活泼 性 直 宁静 主持 安排 点 误审理 整 场 炅 力挽狂澜 炅 主持 能力 依旧 芒果 娱乐 秒 拍 视频',综艺娱乐
' 苹果 品种 粉红 珍珠 果肉 红色 总 感觉 桃子 味',美食
' 长春亚泰 北京 国安 上午 中 超 预备队 联比赛 中 国安 预备队 客场 敌 亚泰 预备队 国安 预备队 进球 球员 黄超',体育
' VT5 外贸 轻 坦 抢先 96B 加 装 城市 战 升级 套',军事
' 想到 現 青年 强制 婚 相 親 時 應 該 考察 對 長 輩 這 麼 故事 尊重 子女 意 見 麼 們 會 尊重 媳 婦 女婿 意 見 嗎 個 這 麼 事 屈 從 長 輩 婚 後 保 護 兩 口 私人 空 間 嗎 這 問 題 弄清 決 定婚 嫁 當 排除 姻 緣 鈰 嫰 彌 陀 佛',历史
' 男子 怀疑 妻子 出轨 女儿 面 扒 妻子 游青铜路 池州 男子 李 怀疑 妻子 王某 外遇 长辈 女儿 面前 强行 妻子 衣物 扒 烧毁 拉 马路 游青铜路 法院 查明 王 当晚 表达 老爷子 戴 绿帽子 言论 菜刀 砍 伤 李 轻微 伤 王 言行 矛盾 激化 负有 责任 应 酌情 轻 处罚 李',时事
' 汽汽车之家 欧洲 挑战 旅 幕后 次 旅程 A4 旅行 V60 压根儿 家 充 值 反正',汽车
' 当年 莱 昂 纳 二十一 岁 心 全 蚀 里 惊 艳 李子 颜值 巅峰 作 唯 部 同性 电影 精雕细琢 脸庞 凌乱 不堪 头发 帅 极致 传记 同性 心 全 蚀 Total Eclipse 李',电影
' SM 手 机壳 真心 低调 SUZIEIZUS',科技
' 第十一 届 金鹰节 颁奖 晚会 炅 开场 点名 脱 口 秀 侃 群星 湖南卫视 芒果捞 秒 拍 视频 胡歌 坐 赵丽颖 旁边 本来 霍建华',综艺娱乐
' 体质 达标 暖 胃 健身 甜 点 姜 汁 撞 奶 牛奶 性 甘味 寒 补 虚 羸 姜性 辛微 温 散 寒 暖 胃 痰 气 特别 孕期 姨妈 朋友 试试',美食
' 发布 头 条 文章 漲 姿 勢 NBA30 支 球 隊 港澳台 譯 名 來 大全 漲 姿 勢 NBA30 支 球 隊 港澳台 譯 名 來 大全',体育
' 超级 军事 周 发布 头 条 文章 美军科幻战舰 今日 服役 我军 年 超越 浩 汉 快讯',军事
' 产 观察 转发 文章 附 华盛顿 邮报 原文 华盛顿 邮报 中国 AI 研 识破先 世界 深度 学习 论文 数量 质量 居 第一 搜狐 科技 华盛顿 邮报 中国 AI 研 识破先 世界 深度 学习',历史
' 北京 新闻 精神 分裂 男子 掐死 弟媳 未 岁 侄子 获 刑 无期 男子 姚某 前往 弟弟 家中 受 幻 听 被害 妄想 精神 症状 影响 弟媳 张 女士 发生 辩论 下手 掐死 一旁 月 侄子 未能 幸免 法庭 辩护 人称 案发 时 姚某 处 发病 状态 应 承担 责任 法院 综合 评审理 姚某 案 发 时 系 刑事',时事
' 特 斯 拉 Model 季度 美 销量 增 称霸 豪 汽车 市场 特斯拉 Model 季度 美 销量 增 称霸 豪',汽车
' 迷 分享 NTFF 期间 Kristen 某种 女人 合作 演员 劳拉 邓恩 一同 接受 ELLE 杂志 采访 合作 演员 电影 片段 两 片中 对手 戏 两 见面 疯狂 称赞 采访 电灯泡 采访 中 两 谈 事 不在乎 聊 加州 新',电影
' 笑话 新 签证 官 美国 学 学生 学 媒体 控制 签证 官 媒体 中 受 控制 学生 学',科技
' 拍 分享 组织 咖 秀 APP记载 地址 咖 秀 火 嘴 表演 飙 戏 APP',综艺娱乐
' 世界 早餐 一览 早餐 自持 饿',美食
' NBA 战士 神话',体育
' 发布 头 条 文章 开发 架 飞机 How To Build Plane 开发 架 飞机 How To Build Plane',军事
' 湖 色',历史
' 外国 游客 文明 现象 外国妻子游览 明孝陵 抱 孩子 坐 年 神兽 拍照 南京 东郊 风景区 石 象 路上 位 外国妻子游览景区 时 两 孩子 抱 年 神兽 拍照 留影 旁边 爱护 文物 攀 爬 指示 牌 置之不理 短短 数 分钟 孩子 家长 抱 神兽 摆 拍 By 扬子晚报 外国妻子游览景区 抱 孩子 坐 年 神兽 拍照 留念',时事
' 加 涡轮增压 缸机 干 倒 缸机 发动机 汽缸 排列 形式 汽缸 排 量 前提 肯定 汽缸 厉害 纯属 机器 原理 想 变 身 超人 小伙伴 请勿模仿 加 涡轮增压 缸机 干 倒 缸机',汽车
' 高 口碑 恐怖 惊 悚 片 屏住呼吸 中 字 线 讲述 位 小青年 潜入 位 盲人 家中 行 发现 屋 主 善 类 身手 地下室 囚禁 名 女子 全程 尿 点 紧张 刺激 线 口碑 恐怖 新片 屏住呼吸 don breathe',电影
' 旧金山 机场 乐平 同事 租 汽车 开 先进 汽车 琢磨 半天 外 开 旧金山 机场 开 小时 酒店 不知 道路 违章 路上 开 错 次 绕 谷歌 地图 导航 坑 停 东南 西北 初来乍到 搞 北',科技
' 极限 挑战 新 晋 女神 朱碧石 碧石 新 一代 神曲 朱碧石 干 好久 不见 碧 石 梦幻 女神 约会',综艺娱乐
' 香蕉 迷你 口 酥 午后 甜 点 超级 简单 分钟 做 香 酥 可口 甜 腻 口 脂肪 吃 发胖',美食
' 托 雷斯 完 爆 维 迪 直 捣 黄龙 伊恩 拉 什 侧身 凌空 天 外 飞 仙 里 瑟 辕做法 射 戟 重炮 直 挂 死角 少年 杰拉德 标志 式 拉弓 爆 射 鬼魅 苏 神 底线 数 助攻 库 伊 特 破做法',体育
' 提 红旗 党 走 歌曲 东洋 东 回归线 秒 拍 视频 歌词 同胞 细 听 东 邻舍 东洋 几十 年 练兵 马 东亚 逞 霸 强 一心 中国 亡 咿呀 嗨 邓小平 下令 抵抗 敌人 讲 亲 善 妥协 投降 屠杀 内战 爱国者 遭 秧 东北 省 丢 咿呀 嗨 救 中国 全 共产党 联',军事
' 淘 书 券 购书 时代书局 麦考莱 英国 史 第四 卷 商务印书馆 伏尔泰 路易 十五时 简史 上海人民出版社 安德森 古代 封建主义 过渡 江苏人民出版社 英国 通史 第一 卷 北京大学出版社 张永 民国 年 党 议会 政党 政治 苗霖霖 著 好吃卑 部落 联盟 研 书香可人',历史
' 部 莎士比亚 戏剧 凯 撒 大帝 美国 圣 昆廷 州立 监狱 演 演员 监狱 犯人 采访 中 有人 监狱 里 呆 年 岁 女儿 故事 监狱 里 莎士比亚 明星 戏剧 课程 剧团 传授 剧团 负责人',时事
' iAcro iAcro 霓虹 国 stancenation 台 场 聚会 现身',汽车
' 南山 南 配 盗墓 笔记 称道 美丽 第一 次 遇见 违 感 画面 燃 娱乐 榜 榜 秒 拍 视频',电影
' 昨天 晚上 青海 商务厅 电 商 处 干部 探讨 牧区 电 商 扶贫 落地 交通 条件 差 人才 缺乏 产品 QS 确实 原生态 产品 商务厅 干部 决心 物流 破 题 东部 地区 马云 电 商 消失 西部 地区 破 冰 现状',科技
' 第十一 届 金鹰节 颁奖 晚会 背 锅 侠 cucn201白客 遇 东北 马 漂亮 马苏',综艺娱乐
' 正确 挑 酸奶 款 酸奶 测评 干货 想 正确 挑 酸奶 写 大部分 市 售 酸奶 马克 功课 款 酸奶 咯 酸奶 欺骗 童年 喝 原谅 胃 爱丽丝',美食
' 国 足 十二 强 比赛 前 国脚 陈涛 畅谈 国 足 困境 应 未来 十 年 反思过去十年 近日 乐视 体育 采访 北京 奥运会 代表 中国 男 足 国奥队 助攻 董方卓 打入 中国 奥运会 唯一 进球 陈涛 中国 足球 决策者 反思过去十年 做 思考 十 年 中国 足球 依然 悲剧',体育
' 英 媒 美国 军方 称 朝好吃 试验 中程 导弹失败 英 媒 美国 军方 称 朝好吃 试验 中程 导弹失败',军事
' 哲人 王 概念 我国 算 一半',历史
' 成都 新闻 男子 开 奔驰 年 违法 次 换 副 牌 违法 驾驶 黄岛 司机 张某 买 奔驰 汽车 称 开 汽车 急 脾气 拐弯 时 轧 实线 年 时间 违法 驾驶 次 躲避 电子 警察 抓拍 找 副 汽车牌 违法 驾驶 黄岛 交警 大队 张 查获 汽车辆 号 牌 驾驶证 记 罚款 元',时事
' AMG 性能 汽车 聚 C63 AMG 拍 客 作战 摄影师痞子东 We汽车纪实 DASTAUTO PS3保罗 AM DBS 迪拜 许群 ramp驾道 Gripper 辣汽车网 微博汽汽车 SnapShotCarShow 局长别开枪',汽车
' 高 畑 勋 电影 合集 收藏 卑 斯 山 少女 1080P 卑 斯 山 少女 海 蒂 中 字 邻居 山田 君 萤火虫 墓 萤火虫 墓 BD1080P 日语 中 字 岁月 童话 里 寻 母 记 旧 番 补 档 里 寻 母 记 世界 名作 剧场 辉 夜 姬物语 吉卜力 新作 辉 夜 姬物语 中 日 双 语 百 变 狸猫 喜剧 电影 奇幻 百 变 狸猫 麻烦 惠 剧场 版',电影
' 堵汽车 堵 天荒地老 绿灯 时间 长 一点 世界 遥远 距离 远 标准 答案 阿里巴巴 集团 技术 委员会 主席 王坚 眼中 世界 遥远 距离 红绿灯 交通 监控 摄像头 之间 距离 堵汽车 堵 天荒地老 绿灯 时间 长',科技
' 天籁 战 照顾 冠名 商 东方卫视 煞费苦心 设 茶 歇 提供 寿司',综艺娱乐
' 自制凉皮 味道 赞 夏天 凉 皮 碗 美食',美食
' 引爆 ins 视频 身高 高中生 球员 Chauncee Cheek 实战 中 隔 扣 太 凶残 足球 数据徒 Witness 秒 拍 视频 秒 拍 录制',体育
' 小国 无所畏惧 邪 魅 狂 狷 笑',军事
' 陕西 头条 走 丝 路 乌兹别克 国家 历史 博物馆 文物 第一 张 镇 馆 宝 博物馆 文物 时 自动 旋转 张 书 里 忘 名字 第三 张 亚历山大 远征 留 中亚 希腊 化 国家 夏 货币 第四 唯一 展出 中国 文物 第五 访问 西安 时 卡里莫夫 收 礼物',历史
' 成都 新闻 妻子 倒汽车 撞伤 老爷子 男子 双脚 撞 断 伤势 昨晚 9点 佳木斯 一路 错 埠 岭 一路 名 女子 倒汽车 时 意外 撞 伤 老爷子 故事 发生 开汽车 女子 懵 电话 忘 居民 赶紧 拨 急救 电话 急救汽车 赶到 现场 发现 男子 伤势 手术',时事
' 乱 停汽车 后果 捐 血',汽车
' CCTV 真实 故事 好莱坞 电影 大片 编剧 天马行空 想象 真实 发生 传奇 故事 背后 真实 历史 人物 集 纪录片 揭开 尘封 真相 线 1080P 超 清 真实 故事 央视 纪录片 全 集 附 拯救大兵瑞恩 拯救大兵瑞恩 评分 经典 电影 真实 战 勇敢 心 720P 勇敢 心 Braveheart 战争 自由 第三 类 接触 BD720P 科幻 剧情 第三 类 接触 史 怒 海 争 锋',电影
' 璀璨 星空 亘古 无穷 苍茫 宇宙',科技
' 天籁 战 华晨宇 发生力 不错',综艺娱乐
' 早安 成都 芒果 控 赶紧 下手 馃 檵 成都 黄 甜品 店 错过 成都 美食 台',美食
' 意 甲 第8 轮 比赛 果 积分榜 罗马 战胜 那不勒斯 反 超 对手 来到 第2 名 紧 追 识破头羊 尤文图斯 身后 AC 米兰 咬 紧 红 狼 努力 Forza Roma',体育
' 直直播 二战 受 七月 刺杀 希特勒 故事 牵连 被捕 埃尔温 隆 美 服 氰化 物 自杀 隆 美 北非 战场 卓越 表现 获 沙漠 狐 称号 盟军 登陆 法国 奉命 指挥 部 防守 隆 美 死 前 儿子 小时 死 死 人手 痛苦 希特勒 指控 犯 叛国罪',军事
' Christian Dior 這 裙子 設 計 頗 讓 莫名其妙 DIOR 當 年 設 計 著名 NEW LOOK 卻 這 麼 充 滿 三十 年代 風 格 設 計',历史
' 辽宁 高校 主 直播 大比赛 暨 经典 诵读 活动 沈阳 师范大学 海选 个个 颜值 偏 拼 实力 直直播 沈阳晚报 直直播 APP记载 地址',时事
' 中文 字幕 Chris Harris 评选 终极 性能 座 驾 TG Speed Week special Cars01 CupGang BesFiCam Brian Cars01 CarShooter JFWeii PS3保罗 Top Cars 听 译 我不是于好蓝 許斯文Sven LBesFIIICam 秒 拍 视频',汽车
' 马来西亚 记载 密码 8c55 线 战争 以色列 电影 马来西亚 迷失 部 荣获 第66 届 威尼斯 电影节 金狮 奖 电影 战争 类 电影 中 堪称 导演 装 坦克 切换 坦克 坦克 外 近景 特写 拼命 放大 观众 带入 战争 形式 眼前一亮 佳 片 豆瓣 分',电影
' 白岩松三 问 体现 中国 公众 知识钩 思维 方式 空泛 求 解决 远远 飞来 气球 气势 威胁 解决 根 针 戳穿 做出 成就 组织 成熟 发展 远离 实事 入手 解决 做 白岩松 修炼 表达',科技
' 幕 鹿晗 太 暖 心',综艺娱乐
' 疯狂 吃 客 好友 草莓 杀手 宋 民国 线 间 饿',美食
' 国际 联 拍 正确 角度 男 队 队员 学 点',体育
' 超级 军事 周 世界 驱逐舰 天 降 大任 斯',军事
' 第一 次 浪子 燕青 玉 麒麟 卢俊义 娈 童 说法 仔细 想想 真 十有八九 回 事',历史
' 史 强 假 唱 特朗普 话题 光环 回 美国 大选 辩论 场 真人秀 希拉里 特 朗 普 火花 溅 激烈 辩论 网友 手中 情意 绵绵 双人 对唱 曲 ve Had The Time My Life 浓 情 蜜 意 歌词 画面 中 口型 意外 统一 合唱 服',时事
' 今晚 party 结伴 出行 懂',汽车
' 湄公河 完 过瘾 推荐 部 脑力 透支 高 智商 犯罪 电影 吐血 搜集 部 高 智商 犯罪 类 电影 前 十二 部 排名 佳作 十二 部 偏重 娱乐性 片 慌 朋友 速 速 收 走',电影
' 高德 百度地图 争 高德地图 周 六一 早 日 超过 百度地图 行业 NO 当天 晚 上百 度 地图 抛 佐证 数据 质疑 高德 当晚 回应 加 第三 代码 监测 提出 百 度 抄 高德 超 百度 周日 上午 回应 质疑 高德 假 数据 高德 快速 回 应 口水战 提出 加 第三 代码 监测 百度地图',科技
' 非正式 短 剧 王子 爱非 投票 当选 非 正 短 剧 王子 非正式 会谈 湖北卫视 歪 果仁',综艺娱乐
' 吃 早餐 态度 今日 早餐 吃 香蕉 全 麦 欧 包 热 牛奶 日 式 煮 南瓜 金秋 南瓜 季 到来 天 家里 总 连续 煮 南瓜 依然 腻',美食
' 乐视 爱上 棒球 日前 NPB 日 职棒 比比赛 中 大谷 翔平 DH 身份 先 发出 场 前 局 数 安 第九 局 球队 取消 指定 打击 大谷 上场 救援 球 中 颗 速 球 颗 公里 速 球 打破 NPB 日 职棒 球速 纪录 救援 成功 火腿 斗士 挺进 日本 日本 职棒 总 决比赛',体育
' 提 红旗 党 走 抗美援朝战争 打击 侵略者 片段 东 回归线 秒 拍 视频 毛 主席 和平 美 帝国主义 天 放弃 横蛮 无理 侵略 阴谋 中国 决心 朝好吃 战 停战 剩下 将来 解决 美',军事
' 败 战 武昌起义 孙中山 识破导 十 次 武装 起义 败 战 武昌起义 孙中山 识破导 十 次 武',历史
' V影响力峰会 课 精彩 新 媒体 影响力 相约 散',时事
' 发 沪 汽汽车 日常 买 汽车选 汽车 汽车 市 观察 沪 便宜 沪 牌 市 区 里 坨 沪 禁 行 区域 外 牌 低 级 那种 奇葩 牌照',汽车
' 屏住呼吸 恐怖片 男 女 主角 太 作 男 主角 识破 便当 大快人心 结尾 暗示 部 男 主 男 配 好吃肉',电影
' 卧槽 细 思 恐',科技
' 华晨宇 关注 华晨宇yu 每周 日 晚 8点 华晨宇 参加 音乐 真人秀 天籁 战 东方卫视 直播出 华晨宇 感 兴趣 热血 live 戳 异类 蜉蝣 串 烧 高能 现场 合集 燃 发射 华晨宇 高能 现场 合辑',综艺娱乐
' 韩国 行 料理 课 厨 艺 妹 纸 妹 纸 生活 感悟 装 进 小小的 便当 盒 里',美食
' 赞助商 国内 聘请 位 经验 擅长 面食 烹饪 中餐 厨师 前往 土耳其 朱婷 征战 土耳其 联比赛 期间 服务 饮食 营养 提供 方位 生活 保障 介绍 朱婷 河南 喜欢 面食 位 厨师 精通 面食 精通 河南 饮食 朱 婷 征战 联比赛 收获 私家 厨',体育
' 超级 军事 周 F35 款 战斗机 场 战争 厉害 后果 消除 国家 战斗机 发生 能力',军事
' 部 手机 输入 莆田 系 医院 高德 地图 百度地图',历史
' 剥 栗子 男朋友 处分 兵 老爷子 违反 军装 照片 随时随地 上网 手机 兵 老爷子 男友 随便 发 照片 戳',时事
' 劳力 士 钢 位 佬 随手 盒子 古董 金劳 真 可怕 数十 倍 A哥 AVR 真 想 据为己有',汽车
' 招魂 屏住呼吸 鬼关灯 鬼关灯 创意 挺 头 到位 腻 屏住呼吸 抓 逃 逃 抓 感觉 拖 时间 招魂 温子仁 做法 发挥 部 整体 低于 预期 套路 过时 惊 乍 音效 吓人 瞎 期待',电影
' 网友爆料 深圳 零售 第一 全国 前 二十 连锁 零售 新 佳 销售额 达 170亿 年 倒闭 老板 跑 路 零售 企业 传统 报纸 倒闭 常态 马 云 提倡 新 零售 老板 岁 岁 拥抱 互联网 电子 商务 不用说 互联网 微 电 商 剩下 淘汰 条 路',科技
' 赵丽颖 金鹰 视 赵丽颖 花 骨 中 出色 演绎 成功 摘 第十一 届 金 鹰 电视 艺术节 金 鹰 奖 观众 喜爱 女 演员 新 金鹰 视 诞生 恭喜 优秀 青年 演员 赵丽颖 赵 演员 十 年 勤勤恳恳 努力 贡献 作品 肯定 来之不易 荣誉 非 科班出身 片 场 重点 默默 积攒 经验',综艺娱乐
' 当归 Cafe Morning coffee photos 黄小毛',美食
' 总 决比赛 韦德 巅峰 表演 锔 徢 虺 褪 撬 桓 鋈 杼 ǎ 足球 永不 熄',体育
' 视频 美军科幻战舰 正式 服役 中国 海军 年 超越 撰稿 浩汉防务 美军科幻战舰 正式 服役 中国 海军 年 超越',军事
' 史记 中 发人深省 句子 史记 中 发人深省 句子',历史
' 入 火海救人英雄 魂 故里 群众 送别 居民楼 突发 大火 河南 成都 救火 英雄 王锋 三次勇 闯火海救人 全身 面积 烧伤 多方 救治 留住 英雄 生命 王锋 同志 骨灰 北京 飞 抵 家乡 成都 方城 群众 赶到 机场 送 英雄 程 大河报 送别',时事
' 川崎 Nija H2R 挑战 布加迪 迈凯 轮 GTR 名汽车 时光 机 跑汽车',汽车
' 泰国 青春 爱情 喜剧 电影 音 爱 线 拍摄 手法 得分 分钟 笑 喷 插 直播 圆珠笔 电影 满分 音乐 底子 朋友 乐队 烂 透 精力充沛 热血 沸腾 人生 succeed 次 线 爱情 喜剧 音 爱 HD',电影
' 高德 百度地图 争 上周 高德 地图 高调 手机 日 NO 当晚 百度地图 不服 博 质疑 高德 周日 高德 官 微 po 百 度 抄 高德 超 长 图文 两 家 企业 口水战 随之 白热化 阶段 争吵 最终 高德三 提 加 第三 代码 检测 战火 稍 歇 接 百度 应战 围观 戳 图',科技
' 金鹰节 凯莉 郑晓龙 台上 互动 别扭 主持人 紧张',综艺娱乐
' 葱 油鸡 简单 道 菜 喜欢 吃 鸡肉 朋友 试试 做',美食
' 回归 球队 骑士 队 终于 全员 詹姆斯 坦言 感觉 棒 JR 座 城市 支 球队 关系 变 刚刚 克利夫兰 克伦 位置 购置 套 房子 听 感觉 家庭 搬 史密斯 记者 说道 家',体育
' 图 MH 60S 搭载 第一 组侦察队实行 空中 快速 绳降 驱逐舰 VBSS 图 UH 1Y 搭载 组侦察队实行 绳降 后续 过程 中 持续 盘旋 空中 提供 VBSS 火力 支援 图 CH 53E 搭载 第三 波 大队人马 杀 机降 人员 实行 VBSS 图 架 CH 海上 骑士 直升机 机降 过程 中 事故 翻 落 坠 海 人员 损失 血 教训',军事
' 茶 马 古道 藏 川 博 上头 青铜 展厅 里 盘 龙 盖 罍 搬 展厅 算是 天日',历史
' Note 起火 晕 女 用户 近日 美国 夫妇 家 中 监控 录像 拍摄 三星 Note7 手机 起火 场景 画面 名 女性 手机 冒烟 随即 老爷子 起身 进 厨房 平底锅 名 女性 手机 放 分钟 警察 赶到 手机 发出 嘶嘶 烧 焦 声 起火 部 手机',时事
' 汽汽车 日常 Mitsubishi 三菱 デ リ カ MITSUBISHI DELICA 4WD 擦 神 旅行 神 器 全 路况 面包',汽车
